vulnerabilityID,analysisID,createdAt,vulnerabilities/vulnerabilityID,vulnerabilities_line,vulnerabilities_column,vulnerabilities_confidence,vulnerabilities_file,vulnerabilities_code,vulnerabilities_details,vulnerabilities_securityTool,vulnerabilities_language,vulnerabilities_severity,vulnerabilities_type,vulnerabilities_commitAuthor,vulnerabilities_commitEmail,vulnerabilities_commitHash,vulnerabilities_commitMessage,vulnerabilities_commitDate,vulnerabilities_vulnHash
00000000-0000-0000-0000-000000000000,780a572f-c41c-43d5-af1e-6db62ff7778c,2022-02-08T16:20:24.151203-03:00,351963dd-8821-405b-ac4e-2634382c6388,9,41,LOW,br/unb/cic/bench02/mop/brokenhash/BrokenHashABPSCase3.java,"MessageDigest md = MessageDigest.getInstance(""MD4"");","Weak Cryptographic Hash Function used
Using a weak CHF pose a threat to your application security since it can be vulnerable to a number of attacks that could lead to data leaking, improper access of features and resources of your infrastructure and even rogue sessions. For more information checkout the CWE-327 (https://cwe.mitre.org/data/definitions/327.html) advisory.",HorusecEngine,Java,HIGH,Vulnerability,-,-,-,-,-,9bbf0dcf41573eadd11c05bcbc8df053ba62857b5c1ca23df2ed8571e1244bbb
00000000-0000-0000-0000-000000000000,780a572f-c41c-43d5-af1e-6db62ff7778c,2022-02-08T16:20:24.151204-03:00,d226bbf5-15ff-454c-9da6-8b4c9ef33336,9,41,LOW,br/unb/cic/bench02/mop/brokenhash/BrokenHashABPSCase4.java,"MessageDigest md = MessageDigest.getInstance(""MD2"");","Weak Cryptographic Hash Function used
Using a weak CHF pose a threat to your application security since it can be vulnerable to a number of attacks that could lead to data leaking, improper access of features and resources of your infrastructure and even rogue sessions. For more information checkout the CWE-327 (https://cwe.mitre.org/data/definitions/327.html) advisory.",HorusecEngine,Java,HIGH,Vulnerability,-,-,-,-,-,9d6dfbdbed6f57f8e58c888365a20ca93cb7e86949001c2874014016a9d0d1ad
00000000-0000-0000-0000-000000000000,780a572f-c41c-43d5-af1e-6db62ff7778c,2022-02-08T16:20:24.151204-03:00,19635740-0bbc-4978-98e7-9e22eb215432,3,7,LOW,br/unb/cic/bench02/mop/brokenhash/BrokenHashABSCase1.java,import javax.crypto.*;," Crypto import
 Crypto import",HorusecEngine,Java,HIGH,Vulnerability,-,-,-,-,-,b6de251e3c9edae3b3d869c67ba0c1fd85f869333bd14b1640f14cec2463eb4c
00000000-0000-0000-0000-000000000000,780a572f-c41c-43d5-af1e-6db62ff7778c,2022-02-08T16:20:24.151019-03:00,0d068d14-aec5-47b0-98b3-0b76ff59d440,3,7,LOW,br/unb/cic/bench02/mop/brokenhash/BrokenHashABICase7.java,import java.security.MessageDigest;,"Message Digest
The MD5 algorithm and its successor, SHA-1, are no longer considered secure, because it is too easy to create hash collisions with them. That is, it takes too little computational effort to come up with a different input that produces the same MD5 or SHA-1 hash, and using the new, same-hash value gives an attacker the same access as if he had the originally-hashed value. This applies as well to the other Message-Digest algorithms: MD2, MD4, MD6, HAVAL-128, HMAC-MD5, DSA (which uses SHA-1), RIPEMD, RIPEMD-128, RIPEMD-160, HMACRIPEMD160.

",HorusecEngine,Java,MEDIUM,Vulnerability,-,-,-,-,-,7a0c24ce5dac8b73485bce6e9b27e2d5ac01df45fbeb5e7f35cee1e80e386272
00000000-0000-0000-0000-000000000000,780a572f-c41c-43d5-af1e-6db62ff7778c,2022-02-08T16:20:24.151031-03:00,9b2b7034-a2eb-4b77-853a-486a486eac18,3,21,LOW,br/unb/cic/bench02/mop/brokenhash/BrokenHashABICase7.java,import java.security.MessageDigest;,"Message Digest
The MD5 algorithm and its successor, SHA-1, are no longer considered secure, because it is too easy to create hash collisions with them. That is, it takes too little computational effort to come up with a different input that produces the same MD5 or SHA-1 hash, and using the new, same-hash value gives an attacker the same access as if he had the originally-hashed value. This applies as well to the other Message-Digest algorithms: MD2, MD4, MD6, HAVAL-128, HMAC-MD5, DSA (which uses SHA-1), RIPEMD, RIPEMD-128, RIPEMD-160, HMACRIPEMD160.

",HorusecEngine,Java,MEDIUM,Vulnerability,-,-,-,-,-,7a0c24ce5dac8b73485bce6e9b27e2d5ac01df45fbeb5e7f35cee1e80e386272
00000000-0000-0000-0000-000000000000,780a572f-c41c-43d5-af1e-6db62ff7778c,2022-02-08T16:20:24.151032-03:00,fdec24cf-6ecd-4373-b3ff-b7adc7f51f03,25,8,LOW,br/unb/cic/bench02/mop/brokenhash/BrokenHashABICase7.java,MessageDigest md = MessageDigest.getInstance(String.valueOf(crypto));,"Message Digest
The MD5 algorithm and its successor, SHA-1, are no longer considered secure, because it is too easy to create hash collisions with them. That is, it takes too little computational effort to come up with a different input that produces the same MD5 or SHA-1 hash, and using the new, same-hash value gives an attacker the same access as if he had the originally-hashed value. This applies as well to the other Message-Digest algorithms: MD2, MD4, MD6, HAVAL-128, HMAC-MD5, DSA (which uses SHA-1), RIPEMD, RIPEMD-128, RIPEMD-160, HMACRIPEMD160.

",HorusecEngine,Java,MEDIUM,Vulnerability,-,-,-,-,-,8e1075862f6f57696d2d5c011e6d65866429e5c5f747c2357abe9e6a1d6c3ea8
00000000-0000-0000-0000-000000000000,780a572f-c41c-43d5-af1e-6db62ff7778c,2022-02-08T16:20:24.151035-03:00,2b2fa1cb-85fd-4c84-993c-39e232cd5724,25,27,LOW,br/unb/cic/bench02/mop/brokenhash/BrokenHashABICase7.java,MessageDigest md = MessageDigest.getInstance(String.valueOf(crypto));,"Message Digest
The MD5 algorithm and its successor, SHA-1, are no longer considered secure, because it is too easy to create hash collisions with them. That is, it takes too little computational effort to come up with a different input that produces the same MD5 or SHA-1 hash, and using the new, same-hash value gives an attacker the same access as if he had the originally-hashed value. This applies as well to the other Message-Digest algorithms: MD2, MD4, MD6, HAVAL-128, HMAC-MD5, DSA (which uses SHA-1), RIPEMD, RIPEMD-128, RIPEMD-160, HMACRIPEMD160.

",HorusecEngine,Java,MEDIUM,Vulnerability,-,-,-,-,-,8e1075862f6f57696d2d5c011e6d65866429e5c5f747c2357abe9e6a1d6c3ea8
00000000-0000-0000-0000-000000000000,780a572f-c41c-43d5-af1e-6db62ff7778c,2022-02-08T16:20:24.151036-03:00,a373fc28-3986-4dac-aa05-b0ebfc232b8c,3,7,LOW,br/unb/cic/bench02/mop/brokenhash/BrokenHashABICase3.java,import java.security.MessageDigest;,"Message Digest
The MD5 algorithm and its successor, SHA-1, are no longer considered secure, because it is too easy to create hash collisions with them. That is, it takes too little computational effort to come up with a different input that produces the same MD5 or SHA-1 hash, and using the new, same-hash value gives an attacker the same access as if he had the originally-hashed value. This applies as well to the other Message-Digest algorithms: MD2, MD4, MD6, HAVAL-128, HMAC-MD5, DSA (which uses SHA-1), RIPEMD, RIPEMD-128, RIPEMD-160, HMACRIPEMD160.

",HorusecEngine,Java,MEDIUM,Vulnerability,-,-,-,-,-,879d5427dee15f250da7de6dc75eee2a8c3acaa3ed924c1e721e3970c9f438a5
00000000-0000-0000-0000-000000000000,780a572f-c41c-43d5-af1e-6db62ff7778c,2022-02-08T16:20:24.151037-03:00,9f8bdf09-4ba3-47cd-a7b3-d159dd8d7d99,3,21,LOW,br/unb/cic/bench02/mop/brokenhash/BrokenHashABICase3.java,import java.security.MessageDigest;,"Message Digest
The MD5 algorithm and its successor, SHA-1, are no longer considered secure, because it is too easy to create hash collisions with them. That is, it takes too little computational effort to come up with a different input that produces the same MD5 or SHA-1 hash, and using the new, same-hash value gives an attacker the same access as if he had the originally-hashed value. This applies as well to the other Message-Digest algorithms: MD2, MD4, MD6, HAVAL-128, HMAC-MD5, DSA (which uses SHA-1), RIPEMD, RIPEMD-128, RIPEMD-160, HMACRIPEMD160.

",HorusecEngine,Java,MEDIUM,Vulnerability,-,-,-,-,-,879d5427dee15f250da7de6dc75eee2a8c3acaa3ed924c1e721e3970c9f438a5
00000000-0000-0000-0000-000000000000,780a572f-c41c-43d5-af1e-6db62ff7778c,2022-02-08T16:20:24.151038-03:00,dfb24442-d097-44fb-bf56-a18b2f7e633e,13,8,LOW,br/unb/cic/bench02/mop/brokenhash/BrokenHashABICase3.java,MessageDigest md = MessageDigest.getInstance(crypto);,"Message Digest
The MD5 algorithm and its successor, SHA-1, are no longer considered secure, because it is too easy to create hash collisions with them. That is, it takes too little computational effort to come up with a different input that produces the same MD5 or SHA-1 hash, and using the new, same-hash value gives an attacker the same access as if he had the originally-hashed value. This applies as well to the other Message-Digest algorithms: MD2, MD4, MD6, HAVAL-128, HMAC-MD5, DSA (which uses SHA-1), RIPEMD, RIPEMD-128, RIPEMD-160, HMACRIPEMD160.

",HorusecEngine,Java,MEDIUM,Vulnerability,-,-,-,-,-,09e39557c59c1faab3c3b3c653ada94b4b2c25c78e6760a33f061872bacf3c91
00000000-0000-0000-0000-000000000000,780a572f-c41c-43d5-af1e-6db62ff7778c,2022-02-08T16:20:24.151038-03:00,cec54a5e-f7ac-4ac9-9f82-0dd56949da41,13,27,LOW,br/unb/cic/bench02/mop/brokenhash/BrokenHashABICase3.java,MessageDigest md = MessageDigest.getInstance(crypto);,"Message Digest
The MD5 algorithm and its successor, SHA-1, are no longer considered secure, because it is too easy to create hash collisions with them. That is, it takes too little computational effort to come up with a different input that produces the same MD5 or SHA-1 hash, and using the new, same-hash value gives an attacker the same access as if he had the originally-hashed value. This applies as well to the other Message-Digest algorithms: MD2, MD4, MD6, HAVAL-128, HMAC-MD5, DSA (which uses SHA-1), RIPEMD, RIPEMD-128, RIPEMD-160, HMACRIPEMD160.

",HorusecEngine,Java,MEDIUM,Vulnerability,-,-,-,-,-,09e39557c59c1faab3c3b3c653ada94b4b2c25c78e6760a33f061872bacf3c91
00000000-0000-0000-0000-000000000000,780a572f-c41c-43d5-af1e-6db62ff7778c,2022-02-08T16:20:24.151039-03:00,33bc4155-f7f4-478d-b72b-7eaae67dfa97,3,7,LOW,br/unb/cic/bench02/mop/brokenhash/BrokenHashABICase4.java,import java.security.MessageDigest;,"Message Digest
The MD5 algorithm and its successor, SHA-1, are no longer considered secure, because it is too easy to create hash collisions with them. That is, it takes too little computational effort to come up with a different input that produces the same MD5 or SHA-1 hash, and using the new, same-hash value gives an attacker the same access as if he had the originally-hashed value. This applies as well to the other Message-Digest algorithms: MD2, MD4, MD6, HAVAL-128, HMAC-MD5, DSA (which uses SHA-1), RIPEMD, RIPEMD-128, RIPEMD-160, HMACRIPEMD160.

",HorusecEngine,Java,MEDIUM,Vulnerability,-,-,-,-,-,adcb93f6d993f7612d339a2dce2be0d388f1f2a1660d9ae69a2a709f8e640263
00000000-0000-0000-0000-000000000000,780a572f-c41c-43d5-af1e-6db62ff7778c,2022-02-08T16:20:24.15104-03:00,8bc9eb9b-84de-4a42-8767-b0853e5713a3,3,21,LOW,br/unb/cic/bench02/mop/brokenhash/BrokenHashABICase4.java,import java.security.MessageDigest;,"Message Digest
The MD5 algorithm and its successor, SHA-1, are no longer considered secure, because it is too easy to create hash collisions with them. That is, it takes too little computational effort to come up with a different input that produces the same MD5 or SHA-1 hash, and using the new, same-hash value gives an attacker the same access as if he had the originally-hashed value. This applies as well to the other Message-Digest algorithms: MD2, MD4, MD6, HAVAL-128, HMAC-MD5, DSA (which uses SHA-1), RIPEMD, RIPEMD-128, RIPEMD-160, HMACRIPEMD160.

",HorusecEngine,Java,MEDIUM,Vulnerability,-,-,-,-,-,adcb93f6d993f7612d339a2dce2be0d388f1f2a1660d9ae69a2a709f8e640263
00000000-0000-0000-0000-000000000000,780a572f-c41c-43d5-af1e-6db62ff7778c,2022-02-08T16:20:24.151041-03:00,4aba9e7d-dd00-4df8-83d5-714cf4d4e893,13,8,LOW,br/unb/cic/bench02/mop/brokenhash/BrokenHashABICase4.java,MessageDigest md = MessageDigest.getInstance(crypto);,"Message Digest
The MD5 algorithm and its successor, SHA-1, are no longer considered secure, because it is too easy to create hash collisions with them. That is, it takes too little computational effort to come up with a different input that produces the same MD5 or SHA-1 hash, and using the new, same-hash value gives an attacker the same access as if he had the originally-hashed value. This applies as well to the other Message-Digest algorithms: MD2, MD4, MD6, HAVAL-128, HMAC-MD5, DSA (which uses SHA-1), RIPEMD, RIPEMD-128, RIPEMD-160, HMACRIPEMD160.

",HorusecEngine,Java,MEDIUM,Vulnerability,-,-,-,-,-,6db07cc694ec8d93227ea4c03e48dbb9f079577cbdfde90d69e578f93225d85b
00000000-0000-0000-0000-000000000000,780a572f-c41c-43d5-af1e-6db62ff7778c,2022-02-08T16:20:24.151042-03:00,d116a85f-70e6-4810-9827-0f61b20c9c8f,13,27,LOW,br/unb/cic/bench02/mop/brokenhash/BrokenHashABICase4.java,MessageDigest md = MessageDigest.getInstance(crypto);,"Message Digest
The MD5 algorithm and its successor, SHA-1, are no longer considered secure, because it is too easy to create hash collisions with them. That is, it takes too little computational effort to come up with a different input that produces the same MD5 or SHA-1 hash, and using the new, same-hash value gives an attacker the same access as if he had the originally-hashed value. This applies as well to the other Message-Digest algorithms: MD2, MD4, MD6, HAVAL-128, HMAC-MD5, DSA (which uses SHA-1), RIPEMD, RIPEMD-128, RIPEMD-160, HMACRIPEMD160.

",HorusecEngine,Java,MEDIUM,Vulnerability,-,-,-,-,-,6db07cc694ec8d93227ea4c03e48dbb9f079577cbdfde90d69e578f93225d85b
00000000-0000-0000-0000-000000000000,780a572f-c41c-43d5-af1e-6db62ff7778c,2022-02-08T16:20:24.151043-03:00,21342d62-d010-4d2f-83b4-6bcb4ff8bac7,3,7,LOW,br/unb/cic/bench02/mop/brokenhash/BrokenHashABICase5.java,import java.security.MessageDigest;,"Message Digest
The MD5 algorithm and its successor, SHA-1, are no longer considered secure, because it is too easy to create hash collisions with them. That is, it takes too little computational effort to come up with a different input that produces the same MD5 or SHA-1 hash, and using the new, same-hash value gives an attacker the same access as if he had the originally-hashed value. This applies as well to the other Message-Digest algorithms: MD2, MD4, MD6, HAVAL-128, HMAC-MD5, DSA (which uses SHA-1), RIPEMD, RIPEMD-128, RIPEMD-160, HMACRIPEMD160.

",HorusecEngine,Java,MEDIUM,Vulnerability,-,-,-,-,-,d43420e265b20b96a1e994a0277f72cfc425be5985ed40fef5c4330b4aab8d00
00000000-0000-0000-0000-000000000000,780a572f-c41c-43d5-af1e-6db62ff7778c,2022-02-08T16:20:24.151044-03:00,cc720575-7c1c-443e-8b07-5ea327879cac,3,21,LOW,br/unb/cic/bench02/mop/brokenhash/BrokenHashABICase5.java,import java.security.MessageDigest;,"Message Digest
The MD5 algorithm and its successor, SHA-1, are no longer considered secure, because it is too easy to create hash collisions with them. That is, it takes too little computational effort to come up with a different input that produces the same MD5 or SHA-1 hash, and using the new, same-hash value gives an attacker the same access as if he had the originally-hashed value. This applies as well to the other Message-Digest algorithms: MD2, MD4, MD6, HAVAL-128, HMAC-MD5, DSA (which uses SHA-1), RIPEMD, RIPEMD-128, RIPEMD-160, HMACRIPEMD160.

",HorusecEngine,Java,MEDIUM,Vulnerability,-,-,-,-,-,d43420e265b20b96a1e994a0277f72cfc425be5985ed40fef5c4330b4aab8d00
00000000-0000-0000-0000-000000000000,780a572f-c41c-43d5-af1e-6db62ff7778c,2022-02-08T16:20:24.151045-03:00,dee4779a-8edf-4587-8d7e-e206387a4c16,25,8,LOW,br/unb/cic/bench02/mop/brokenhash/BrokenHashABICase5.java,MessageDigest md = MessageDigest.getInstance(String.valueOf(crypto));,"Message Digest
The MD5 algorithm and its successor, SHA-1, are no longer considered secure, because it is too easy to create hash collisions with them. That is, it takes too little computational effort to come up with a different input that produces the same MD5 or SHA-1 hash, and using the new, same-hash value gives an attacker the same access as if he had the originally-hashed value. This applies as well to the other Message-Digest algorithms: MD2, MD4, MD6, HAVAL-128, HMAC-MD5, DSA (which uses SHA-1), RIPEMD, RIPEMD-128, RIPEMD-160, HMACRIPEMD160.

",HorusecEngine,Java,MEDIUM,Vulnerability,-,-,-,-,-,8c529e76053cdc6b93e4759956b748a864761fcb69d41050499690c79008f885
00000000-0000-0000-0000-000000000000,780a572f-c41c-43d5-af1e-6db62ff7778c,2022-02-08T16:20:24.151045-03:00,5b99e8d0-d4b4-4cd0-bc27-135a158e4be0,25,27,LOW,br/unb/cic/bench02/mop/brokenhash/BrokenHashABICase5.java,MessageDigest md = MessageDigest.getInstance(String.valueOf(crypto));,"Message Digest
The MD5 algorithm and its successor, SHA-1, are no longer considered secure, because it is too easy to create hash collisions with them. That is, it takes too little computational effort to come up with a different input that produces the same MD5 or SHA-1 hash, and using the new, same-hash value gives an attacker the same access as if he had the originally-hashed value. This applies as well to the other Message-Digest algorithms: MD2, MD4, MD6, HAVAL-128, HMAC-MD5, DSA (which uses SHA-1), RIPEMD, RIPEMD-128, RIPEMD-160, HMACRIPEMD160.

",HorusecEngine,Java,MEDIUM,Vulnerability,-,-,-,-,-,8c529e76053cdc6b93e4759956b748a864761fcb69d41050499690c79008f885
00000000-0000-0000-0000-000000000000,780a572f-c41c-43d5-af1e-6db62ff7778c,2022-02-08T16:20:24.151046-03:00,5733a85c-03bf-431a-abad-bc8ba8d19e68,3,7,LOW,br/unb/cic/bench02/mop/brokenhash/BrokenHashABICase6.java,import java.security.MessageDigest;,"Message Digest
The MD5 algorithm and its successor, SHA-1, are no longer considered secure, because it is too easy to create hash collisions with them. That is, it takes too little computational effort to come up with a different input that produces the same MD5 or SHA-1 hash, and using the new, same-hash value gives an attacker the same access as if he had the originally-hashed value. This applies as well to the other Message-Digest algorithms: MD2, MD4, MD6, HAVAL-128, HMAC-MD5, DSA (which uses SHA-1), RIPEMD, RIPEMD-128, RIPEMD-160, HMACRIPEMD160.

",HorusecEngine,Java,MEDIUM,Vulnerability,-,-,-,-,-,cbbd077efc320959d72cf7657a68575847e3b0ccd6cd3bb9678ed58d85a4fdec
00000000-0000-0000-0000-000000000000,780a572f-c41c-43d5-af1e-6db62ff7778c,2022-02-08T16:20:24.151047-03:00,d34ec32c-ca3d-4654-84e3-f60763c44613,3,21,LOW,br/unb/cic/bench02/mop/brokenhash/BrokenHashABICase6.java,import java.security.MessageDigest;,"Message Digest
The MD5 algorithm and its successor, SHA-1, are no longer considered secure, because it is too easy to create hash collisions with them. That is, it takes too little computational effort to come up with a different input that produces the same MD5 or SHA-1 hash, and using the new, same-hash value gives an attacker the same access as if he had the originally-hashed value. This applies as well to the other Message-Digest algorithms: MD2, MD4, MD6, HAVAL-128, HMAC-MD5, DSA (which uses SHA-1), RIPEMD, RIPEMD-128, RIPEMD-160, HMACRIPEMD160.

",HorusecEngine,Java,MEDIUM,Vulnerability,-,-,-,-,-,cbbd077efc320959d72cf7657a68575847e3b0ccd6cd3bb9678ed58d85a4fdec
